iter	Logloss
0	0.6346525059
1	0.5840408336
2	0.5604564669
3	0.5314844108
4	0.5147303584
5	0.5107694186
6	0.5050577498
7	0.4899655367
8	0.4885903023
9	0.4844725201
10	0.4837196825
11	0.4811058535
12	0.4705728073
13	0.4640045031
14	0.4594515861
15	0.4575976032
16	0.457539973
17	0.4531722169
18	0.4513384214
19	0.4472502588
20	0.4472443551
21	0.4470542973
22	0.44705098
23	0.4464500625
24	0.445600023
25	0.4455926311
26	0.4449311482
27	0.4416451985
28	0.4415844315
29	0.4395447997
30	0.4390007602
31	0.4383317423
32	0.4383316942
33	0.4370325912
34	0.4341205697
35	0.4333826403
36	0.432349045
37	0.4313089354
38	0.4312612642
39	0.4309746548
40	0.4305182017
41	0.4303947461
42	0.4293334752
43	0.4289415393
44	0.428905891
45	0.4289058003
46	0.4284836948
47	0.4284836195
48	0.4284792272
49	0.4266587051
50	0.4262566413
51	0.4259516226
52	0.4256603771
53	0.4256440281
54	0.4256439103
55	0.4256439103
56	0.4256439103
57	0.4256439103
58	0.4255369076
59	0.4255036393
60	0.4249213862
61	0.4249131063
62	0.4245030378
63	0.4241242085
64	0.4222739428
65	0.422049694
66	0.4209925951
67	0.4209925021
68	0.4209925021
69	0.4205214333
70	0.4205211998
71	0.4205211998
72	0.4201666395
73	0.4195669975
74	0.4189617791
75	0.4187190553
76	0.4182078811
77	0.4181403766
78	0.4176462065
79	0.4173207582
80	0.417230281
81	0.4170101644
82	0.4160569043
83	0.4152086145
84	0.4152085778
85	0.4147968916
86	0.4146583774
87	0.4136628892
88	0.4125683558
89	0.4125683064
90	0.4124848574
91	0.4121309476
92	0.4118724443
93	0.4110188281
94	0.4107687968
95	0.4104098566
96	0.4103889587
97	0.4102774348
98	0.4091971681
99	0.4080659002
100	0.4074926068
101	0.4066682386
102	0.4064035906
103	0.4058468954
104	0.405188513
105	0.4048601067
106	0.4047083714
107	0.4043194083
108	0.4042523293
109	0.404161765
110	0.4040807198
111	0.4032751037
112	0.4029875016
113	0.4023308044
114	0.401747981
115	0.4007872818
116	0.4002671393
117	0.4000368828
118	0.3993058694
119	0.399241542
120	0.3986969365
121	0.3985321138
122	0.3979353572
123	0.3968343094
124	0.3963659994
125	0.3961543203
126	0.3957815045
127	0.3956817219
128	0.3952957992
129	0.3943028405
130	0.3942508775
131	0.3938569602
132	0.393680174
133	0.3936770461
134	0.3935331603
135	0.393429168
136	0.3931851338
137	0.3930246832
138	0.3927143565
139	0.3925862252
140	0.3924013915
141	0.3923546901
142	0.3919317589
143	0.3911044339
144	0.3910228821
145	0.3908432183
146	0.3905550185
147	0.3904624583
148	0.3902499726
149	0.3900432124
150	0.3900108854
151	0.3899687956
152	0.3898996856
153	0.3896372857
154	0.3893217649
155	0.389314682
156	0.3891297615
157	0.3890540477
158	0.38874946
159	0.3886409504
160	0.3886170148
161	0.3883179063
162	0.3881964378
163	0.3881201949
164	0.3876800379
165	0.3874894512
166	0.3871782393
167	0.3870494734
168	0.3867665613
169	0.3863301202
170	0.3862287237
171	0.3861057628
172	0.3853823067
173	0.3853599727
174	0.3853453045
175	0.3852743354
176	0.3849193801
177	0.3848341431
178	0.383935425
179	0.383540311
180	0.3830569118
181	0.3829985716
182	0.382944592
183	0.3828074776
184	0.382639929
185	0.3824759944
186	0.3820283904
187	0.3814901544
188	0.3814832644
189	0.3814235086
190	0.3814068677
191	0.3814039707
192	0.3813540143
193	0.3813117619
194	0.38125301
195	0.3808340602
196	0.3806419064
197	0.3801035203
198	0.3801004243
199	0.3797700679
200	0.3791207665
201	0.3789058592
202	0.3788745244
203	0.3788244526
204	0.3785750918
205	0.3783996609
206	0.3783165124
207	0.3782941668
208	0.3775771404
209	0.3775377929
210	0.3775145487
211	0.3775041559
212	0.3773754936
213	0.3773110099
214	0.3772374427
215	0.377148589
216	0.3770700297
217	0.3768583736
218	0.3767895494
219	0.3767226876
220	0.3766858843
221	0.3766720252
222	0.3765584216
223	0.3761830232
224	0.3760766598
225	0.3760321694
226	0.3760193269
227	0.3759854552
228	0.3759231609
229	0.3759103515
230	0.3759058874
231	0.3758735075
232	0.3758584898
233	0.3758305393
234	0.3758109624
235	0.3756941867
236	0.3756916133
237	0.3754961736
238	0.3754918737
239	0.375425211
240	0.3754094194
241	0.3747008323
242	0.374665706
243	0.3746095416
244	0.3744695636
245	0.3741042485
246	0.3740860287
247	0.3740857063
248	0.3740578662
249	0.374008621
250	0.3734273209
251	0.3732750049
252	0.3732422187
253	0.3732309152
254	0.3724681213
255	0.3722017356
256	0.3721994174
257	0.37218894
258	0.3721876968
259	0.3721643325
260	0.3719251677
261	0.371757175
262	0.3717450254
263	0.3715548149
264	0.3715325242
265	0.3714721149
266	0.3714653532
267	0.3713952718
268	0.3713734863
269	0.3712792201
270	0.3711133397
271	0.3708906238
272	0.3705137367
273	0.3704756361
274	0.3704588748
275	0.3703753031
276	0.3703562232
277	0.3702835216
278	0.3702780681
279	0.3702061182
280	0.3700473868
281	0.3699945759
282	0.3699800988
283	0.3699411033
284	0.3698954486
285	0.3696375173
286	0.36959271
287	0.3693015587
288	0.3692274847
289	0.3691833951
290	0.369140665
291	0.3690602707
292	0.3690435252
293	0.368987655
294	0.3688385945
295	0.3687983564
296	0.3686596466
297	0.368564824
298	0.3684781394
299	0.3683024978
300	0.3679521689
301	0.3677427737
302	0.3676881471
303	0.3676217673
304	0.3676113929
305	0.3675580491
306	0.3674392445
307	0.3674384512
308	0.3674007101
309	0.3670952269
310	0.3670857831
311	0.3668984238
312	0.3665409775
313	0.366104138
314	0.366079304
315	0.3659669113
316	0.3658820411
317	0.3658484705
318	0.3658138036
319	0.3657707177
320	0.3653620539
321	0.3652918239
322	0.3652821883
323	0.3652584033
324	0.3652245785
325	0.3650866975
326	0.3650768677
327	0.3650400205
328	0.3645829841
329	0.364432694
330	0.3644036981
331	0.3643886582
332	0.3643623633
333	0.3643152311
334	0.3642935268
335	0.364270563
336	0.3642555859
337	0.3640730344
338	0.3639098641
339	0.3639010027
340	0.363870941
341	0.3638683593
342	0.3638445277
343	0.3636678141
344	0.3636453056
345	0.3633767815
346	0.363347933
347	0.3631975873
348	0.3631920042
349	0.3626933863
350	0.3624910347
351	0.3624186037
352	0.3624111933
353	0.3622933039
354	0.3622877064
355	0.3622835879
356	0.3622635007
357	0.3622238656
358	0.3619656054
359	0.361829566
360	0.3615249353
361	0.3615118025
362	0.3614561335
363	0.3614380146
364	0.3614025515
365	0.3613980251
366	0.3613434609
367	0.3611442257
368	0.3610629272
369	0.3610496212
370	0.3610404344
371	0.3609997055
372	0.3609794003
373	0.3605320058
374	0.3604465614
375	0.3603993211
376	0.360359513
377	0.3602559096
378	0.3602553519
379	0.3602501958
380	0.3602233116
381	0.3601973335
382	0.3601077093
383	0.3600979496
384	0.3600231489
385	0.3600115695
386	0.3600097328
387	0.3600054501
388	0.3598075043
389	0.3598059689
390	0.359802655
391	0.3597950141
392	0.3597837479
393	0.3597724533
394	0.3597596084
395	0.3592329016
396	0.359226487
397	0.3590926925
398	0.3590897996
399	0.359040617
400	0.3590368539
401	0.359018122
402	0.3589937108
403	0.3588972644
404	0.3588767574
405	0.3588561409
406	0.3587899715
407	0.3587871451
408	0.3587212569
409	0.3587089401
410	0.3586494198
411	0.3586437344
412	0.3585562766
413	0.3584672345
414	0.3582724652
415	0.3577850707
416	0.3577803087
417	0.3576885989
418	0.3571092539
419	0.3565825994
420	0.3565670335
421	0.3564918581
422	0.3564915231
423	0.3564396623
424	0.3563931483
425	0.3557731427
426	0.3557641843
427	0.3556811273
428	0.3556413933
429	0.3555808919
430	0.3554118933
431	0.3552792267
432	0.3551606922
433	0.3551558479
434	0.3551046871
435	0.3550964357
436	0.3549682643
437	0.3549436948
438	0.3549400587
439	0.3549340416
440	0.3548900623
441	0.3548894066
442	0.3548445981
443	0.3548278799
444	0.3548210677
445	0.3547830244
446	0.3546938356
447	0.354686292
448	0.3545635172
449	0.3545564456
450	0.3542556209
451	0.3541762176
452	0.354003782
453	0.3539632497
454	0.3538971598
455	0.3538822051
456	0.3535353911
457	0.3534834365
458	0.3534359545
459	0.3534230189
460	0.3534143308
461	0.3533743967
462	0.3533725122
463	0.3533456273
464	0.353286519
465	0.3532817565
466	0.3532668316
467	0.3532604546
468	0.35322653
469	0.3532225269
470	0.3532046892
471	0.3529321981
472	0.3523350253
473	0.3523275777
474	0.3519047901
475	0.3518599608
476	0.3517629812
477	0.3515879935
478	0.3515417554
479	0.3515278049
480	0.3515218449
481	0.3514181841
482	0.351325416
483	0.3513127289
484	0.3512723669
485	0.3511882201
486	0.3510518753
487	0.3508320337
488	0.3507308965
489	0.3505282433
490	0.350524334
491	0.3505113419
492	0.3503290739
493	0.3499161792
494	0.3498720767
495	0.3498250512
496	0.3498015633
497	0.3497461428
498	0.3497447578
499	0.3497182984
500	0.3496121092
501	0.3495694602
502	0.3495000034
503	0.3494946278
504	0.3493584865
505	0.3493423731
506	0.3493388988
507	0.3491507989
508	0.3489472043
509	0.348941439
510	0.3489388534
511	0.3489188672
512	0.3488596984
513	0.348854209
514	0.3487396913
515	0.3486495029
516	0.3486382929
517	0.3485978178
518	0.3485959628
519	0.3485321627
520	0.3485097933
521	0.3484922693
522	0.3484470582
523	0.3484270302
524	0.3482427614
525	0.3480331183
526	0.3480273355
527	0.3480250052
528	0.3479713875
529	0.347886252
530	0.3478115843
531	0.3478038472
532	0.3477727345
533	0.3477171332
534	0.3476732159
535	0.3466850612
536	0.3465695543
537	0.3465585224
538	0.3465240436
539	0.3464572862
540	0.3463591842
541	0.3462823803
542	0.346225879
543	0.346152371
544	0.3461340551
545	0.3461163487
546	0.3461153382
547	0.3460442469
548	0.345003565
549	0.3449790194
550	0.3449778703
551	0.3449460994
552	0.3448672508
553	0.3448391791
554	0.3448320871
555	0.3448225251
556	0.3446678761
557	0.344615964
558	0.3445872477
559	0.3445850192
560	0.3443452769
561	0.3443130202
562	0.3441469866
563	0.3440251134
564	0.3440195133
565	0.3439677474
566	0.3438582985
567	0.3438480688
568	0.34383217
569	0.3437594496
570	0.343736654
571	0.343702772
572	0.3436117621
573	0.3436080091
574	0.343602547
575	0.3436017467
576	0.3435847469
577	0.3435715639
578	0.3434522405
579	0.3434420522
580	0.3430285904
581	0.3430259941
582	0.3429815444
583	0.3429380814
584	0.3422443257
585	0.3422384869
586	0.3421753427
587	0.3421032674
588	0.3420397036
589	0.3419165984
590	0.3418525284
591	0.3417310255
592	0.341722946
593	0.3417035077
594	0.3415083305
595	0.3414897152
596	0.34147517
597	0.3414017689
598	0.3413002296
599	0.3412902836
600	0.3411224187
601	0.3411173647
602	0.3410944997
603	0.3410916179
604	0.3410870721
605	0.3409389075
606	0.3409242434
607	0.3409039032
608	0.3409022759
609	0.3408669801
610	0.3408661738
611	0.3408471948
612	0.3408022686
613	0.3407967189
614	0.3406973268
615	0.3406745208
616	0.3406333145
617	0.3406290332
618	0.3406218778
619	0.3405518391
620	0.3404686751
621	0.340195683
622	0.3401933127
623	0.3401911907
624	0.3400516036
625	0.3400504697
626	0.3398505012
627	0.3398480997
628	0.3397337144
629	0.3395988281
630	0.3395874413
631	0.3395265251
632	0.339518901
633	0.3394025406
634	0.3392096851
635	0.3388122875
636	0.338637121
637	0.338564907
638	0.3384873829
639	0.3384440293
640	0.3384411072
641	0.3384327804
642	0.3383686994
643	0.3383559246
644	0.3383223399
645	0.3383079697
646	0.3382631087
647	0.3377650164
648	0.3377330857
649	0.337580482
650	0.3375098266
651	0.3371271132
652	0.3371237349
653	0.3371222542
654	0.3369139128
655	0.3368474177
656	0.3368427238
657	0.336834024
658	0.3366601241
659	0.3366317849
660	0.3366295178
661	0.3365728663
662	0.3363727409
663	0.3363161534
664	0.336313537
665	0.3362351434
666	0.3362344945
667	0.3361249918
668	0.3359625577
669	0.3358795705
670	0.3358782101
671	0.3357051409
672	0.335701304
673	0.3356895603
674	0.3356063726
675	0.3355288157
676	0.3354955288
677	0.3354789977
678	0.3354746846
679	0.3354739005
680	0.3354293479
681	0.3354174623
682	0.3351766634
683	0.335162702
684	0.3351587145
685	0.3351538212
686	0.3351538212
687	0.3351401999
688	0.3351359739
689	0.335126163
690	0.3351140869
691	0.3350929464
692	0.335071421
693	0.3350596748
694	0.3350305694
695	0.3349713612
696	0.3348020093
697	0.3347987903
698	0.3347667617
699	0.3347429586
700	0.3347425848
701	0.3345642272
702	0.3345601985
703	0.3344194368
704	0.3343811063
705	0.3343732246
706	0.3343711511
707	0.3343428508
708	0.3343283117
709	0.3343281299
710	0.3340545471
711	0.3340528705
712	0.3340479328
713	0.334009687
714	0.3339967064
715	0.3338429805
716	0.3338413712
717	0.3338177134
718	0.333794895
719	0.3337729203
720	0.3336452474
721	0.3336443954
722	0.333545556
723	0.3335218752
724	0.333458403
725	0.3333372751
726	0.3333338513
727	0.3333065567
728	0.3332169021
729	0.3332073743
730	0.3331110486
731	0.3330058644
732	0.3329173649
733	0.3328901488
734	0.3326522959
735	0.332393713
736	0.3322838855
737	0.3322800605
738	0.3322145939
739	0.3320938407
740	0.3320753459
741	0.3320677851
742	0.3320350188
743	0.332033176
744	0.3320164769
745	0.3320115319
746	0.3320102647
747	0.3320037049
748	0.3319316406
749	0.3314112828
750	0.3314071234
751	0.3311888929
752	0.3311870579
753	0.3308423597
754	0.330832019
755	0.3305428123
756	0.3304957359
757	0.3303409365
758	0.3303311112
759	0.3302140654
760	0.3301201856
761	0.3301176991
762	0.3301075184
763	0.3300760513
764	0.3300126693
765	0.3297701358
766	0.3297651987
767	0.3296282193
768	0.329587824
769	0.329585011
770	0.3295728619
771	0.3295656323
772	0.3295638769
773	0.3295503916
774	0.3292695525
775	0.329265253
776	0.3291895598
777	0.329188898
778	0.329184443
779	0.3291798964
780	0.3290884517
781	0.3290488159
782	0.3290283211
783	0.3290274329
784	0.3289474137
785	0.3289444019
786	0.3289007771
787	0.3288926733
788	0.3288374012
789	0.3286111472
790	0.3285904908
791	0.3285376763
792	0.3285303531
793	0.3285233719
794	0.3285188407
795	0.3285176013
796	0.3285097264
797	0.3283451418
798	0.3283449714
799	0.3280601306
800	0.3280592064
801	0.3279018692
802	0.3278800531
803	0.3278337975
804	0.3278322411
805	0.3278316721
806	0.3278098022
807	0.3276974993
808	0.3276797087
809	0.3274314578
810	0.3274259879
811	0.3270061887
812	0.3268812472
813	0.326536733
814	0.3265242898
815	0.3265181981
816	0.326486349
817	0.3259414969
818	0.3259124851
819	0.3258980142
820	0.3258317865
821	0.3258265375
822	0.3253246644
823	0.3253211747
824	0.3253079047
825	0.3253044504
826	0.3251410252
827	0.3251333665
828	0.3251106952
829	0.324977033
830	0.3249679223
831	0.3249448342
832	0.3249328094
833	0.3248765884
834	0.3248579506
835	0.3246888584
836	0.3246693861
837	0.3244562597
838	0.3243884959
839	0.3243742672
840	0.3243239901
841	0.3243210004
842	0.3242307399
843	0.3241028948
844	0.3240974692
845	0.3240903786
846	0.3240858851
847	0.3240213283
848	0.3240189298
849	0.3235174999
850	0.3235129286
851	0.3233895701
852	0.3233729021
853	0.3233625765
854	0.3232959294
855	0.3232933722
856	0.323273604
857	0.3232724856
858	0.3232212059
859	0.3231626311
860	0.3231136508
861	0.3231023425
862	0.3230988281
863	0.3229981898
864	0.3229937379
865	0.322977081
866	0.3229732921
867	0.3229493427
868	0.3229104607
869	0.3229103238
870	0.3228734122
871	0.3228660688
872	0.3228131604
873	0.3228130344
874	0.3227956256
875	0.3226575957
876	0.3226046732
877	0.3226033162
878	0.322534044
879	0.3225303695
880	0.3225287289
881	0.3225101533
882	0.3224362857
883	0.3222420996
884	0.322172885
885	0.3221020731
886	0.3219975736
887	0.3215865377
888	0.3215463675
889	0.3214922564
890	0.3214172906
891	0.3212487694
892	0.3212295332
893	0.3212162417
894	0.3206482611
895	0.320584034
896	0.3205750824
897	0.3205492079
898	0.3203919731
899	0.3203278605
900	0.3201696878
901	0.3199956537
902	0.3199669119
903	0.3199658676
904	0.3199588577
905	0.3199318976
906	0.3198872032
907	0.3198729759
908	0.3198304178
909	0.319785749
910	0.3194249346
911	0.3192051231
912	0.3190650302
913	0.3190649479
914	0.3190618703
915	0.3188416524
916	0.3188143309
917	0.3188006428
918	0.3187963451
919	0.3187182277
920	0.318616839
921	0.3184763802
922	0.3184731261
923	0.3184065664
924	0.3183887182
925	0.3183829672
926	0.3181964596
927	0.3179732307
928	0.3179708802
929	0.3179201746
930	0.3178178237
931	0.3177690878
932	0.3176891263
933	0.3176886038
934	0.3176865919
935	0.317686189
936	0.317680233
937	0.3176786811
938	0.3175973308
939	0.3175921584
940	0.3175680486
941	0.31753475
942	0.3175343028
943	0.3174402699
944	0.3174220633
945	0.3173925949
946	0.3173803387
947	0.3173667599
948	0.3173250777
949	0.3173168625
950	0.3172515399
951	0.317213042
952	0.3171657033
953	0.3169278699
954	0.316927022
955	0.3169267655
956	0.3168740825
957	0.3168245215
958	0.3168219222
959	0.3168215603
960	0.3167891501
961	0.3167804183
962	0.3167783647
963	0.316521424
964	0.3164533402
965	0.316451388
966	0.3164430251
967	0.3164357872
968	0.3163590356
969	0.3163581636
970	0.3163399839
971	0.3163355803
972	0.3162668352
973	0.3162662843
974	0.3162661254
975	0.3162645438
976	0.3162644567
977	0.3162640163
978	0.3159584882
979	0.3159578001
980	0.3159577549
981	0.3159355318
982	0.315908283
983	0.3159078825
984	0.3158162085
985	0.315480178
986	0.315480178
987	0.3154606192
988	0.3154468153
989	0.3154459161
990	0.3154456125
991	0.3154264471
992	0.3154263655
993	0.3154263655
994	0.3154170321
995	0.3153737151
996	0.3153734888
997	0.3153399337
998	0.3153395726
999	0.315331927
